Subject,Run,Gain,Loss,Choice,RT
3,3,16,16,0.0,0.977
3,3,16,19,0.0,1.305
3,3,18,6,0.0,0.816
3,3,18,11,0.0,0.8190000000000001
3,3,18,13,0.0,0.955
3,3,18,15,0.0,1.151
3,3,18,16,0.0,0.743
3,3,18,18,0.0,1.14
3,3,18,19,0.0,1.199
3,3,20,8,1.0,1.198
3,3,20,11,0.0,0.778
3,3,20,17,0.0,0.787
3,3,20,20,0.0,1.59
3,3,22,5,1.0,1.3730000000000002
3,3,22,8,1.0,1.025
3,3,22,10,0.0,1.008
3,3,22,11,0.0,0.9990000000000001
3,3,22,12,0.0,1.224
3,3,22,14,0.0,1.215
3,3,22,16,0.0,1.012
3,3,24,6,1.0,0.8
3,3,24,10,0.0,1.056
3,3,24,19,0.0,1.078
3,3,26,7,1.0,1.34
3,3,26,10,0.0,1.0070000000000001
3,3,26,11,0.0,1.03
3,3,26,14,0.0,0.7859999999999999
3,3,26,15,0.0,0.91
3,3,26,17,0.0,1.351
3,3,28,5,1.0,1.1520000000000001
3,3,28,9,1.0,0.973
3,3,28,17,0.0,1.204
3,3,28,18,0.0,1.6269999999999998
3,3,28,20,0.0,1.3230000000000002
3,3,30,7,1.0,1.227
3,3,30,8,0.0,1.125
3,3,30,10,0.0,1.425
3,3,30,11,0.0,1.137
3,3,30,14,0.0,1.035
3,3,30,20,0.0,1.105
3,3,32,8,1.0,1.295
3,3,32,12,0.0,1.0390000000000001
3,3,32,13,0.0,1.075
3,3,32,14,0.0,0.9279999999999999
3,3,34,5,1.0,1.3319999999999999
3,3,34,7,1.0,1.178
3,3,34,8,1.0,1.17
3,3,34,11,0.0,0.85
3,3,34,14,0.0,1.084
3,3,34,15,0.0,1.1059999999999999
3,3,36,5,1.0,1.054
3,3,36,10,0.0,1.287
3,3,36,11,0.0,0.765
3,3,38,6,1.0,1.433
3,3,38,11,0.0,0.965
3,3,38,13,0.0,1.036
3,3,38,15,0.0,1.655
3,3,38,16,0.0,1.056
3,3,38,17,0.0,1.419
3,3,38,19,0.0,1.104
3,3,40,12,0.0,0.872
3,3,40,14,0.0,1.276
3,3,40,17,0.0,2.09
3,3,40,18,0.0,1.023
3,3,40,20,0.0,0.9420000000000001
4,1,10,6,0.0,1.423
4,1,10,7,0.0,1.493
4,1,10,11,0.0,0.948
4,1,10,12,0.0,1.1520000000000001
4,1,10,15,0.0,0.867
4,1,12,6,0.0,2.63
4,1,12,14,0.0,1.092
4,1,12,15,0.0,1.135
4,1,12,17,0.0,1.3659999999999999
4,1,14,6,0.0,1.318
4,1,14,12,0.0,1.159
4,1,14,14,0.0,1.143
4,1,14,17,0.0,1.5490000000000002
4,1,14,20,0.0,1.396
4,1,16,5,0.0,1.899
4,1,16,10,0.0,1.686
4,1,16,12,0.0,1.725
4,1,16,13,0.0,1.3130000000000002
4,1,16,18,0.0,0.991
4,1,16,20,0.0,0.9990000000000001
4,1,18,5,0.0,1.1159999999999999
4,1,18,7,0.0,1.805
4,1,18,8,0.0,1.808
4,1,18,12,0.0,1.8359999999999999
4,1,18,14,0.0,1.248
4,1,18,17,0.0,1.399
4,1,18,20,0.0,1.703
4,1,20,6,0.0,2.294
4,1,20,12,0.0,2.239
4,1,20,15,,
4,1,20,16,0.0,1.55
4,1,20,18,0.0,1.263
4,1,22,7,0.0,1.453
4,1,22,9,0.0,1.8430000000000002
4,1,22,20,0.0,1.205
4,1,24,7,1.0,1.6019999999999999
4,1,24,9,1.0,1.183
4,1,24,12,0.0,1.242
4,1,24,13,1.0,0.001
4,1,24,14,0.0,1.936
4,1,24,18,0.0,1.175
4,1,26,5,1.0,1.6540000000000001
4,1,26,9,1.0,2.095
4,1,26,13,0.0,1.069
4,1,26,16,0.0,1.19
4,1,26,18,0.0,1.765
4,1,28,7,,
4,1,28,12,0.0,1.953
4,1,28,13,0.0,2.032
4,1,28,19,0.0,1.525
4,1,30,6,1.0,1.733
4,1,30,13,0.0,1.757
4,1,30,16,0.0,2.202
4,1,30,19,0.0,1.567
4,1,32,5,1.0,1.5390000000000001
4,1,32,6,1.0,1.774
4,1,32,9,1.0,1.5930000000000002
4,1,32,10,0.0,1.599
4,1,32,11,0.0,2.448
4,1,32,16,0.0,2.019
4,1,32,17,0.0,0.971
4,1,32,19,0.0,2.24
4,1,32,20,0.0,1.493
4,1,34,9,0.0,2.484
4,1,34,10,0.0,2.169
4,1,34,13,0.0,1.536
4,1,34,16,0.0,1.482
4,1,34,17,0.0,1.986
4,1,34,19,0.0,2.4530000000000003
4,1,34,20,0.0,2.322
4,1,36,6,1.0,1.599
4,1,36,8,1.0,2.4130000000000003
4,1,36,12,1.0,2.36
4,1,36,17,0.0,1.776
4,1,36,19,0.0,1.85
4,1,38,5,1.0,1.8840000000000001
4,1,38,7,1.0,1.524
4,1,38,10,0.0,0.001
4,1,38,12,,
4,1,38,14,0.0,1.3530000000000002
4,1,40,5,0.0,1.038
4,1,40,7,1.0,1.35
4,1,40,10,1.0,1.662
4,1,40,13,0.0,2.7910000000000004
4,1,40,15,0.0,1.5190000000000001
4,1,40,19,0.0,2.219
4,2,10,9,0.0,0.93
4,2,10,14,0.0,0.992
4,2,10,16,0.0,0.779
4,2,10,17,0.0,0.865
4,2,10,18,0.0,1.3659999999999999
4,2,12,5,0.0,1.2429999999999999
4,2,12,7,0.0,1.8090000000000002
4,2,12,10,0.0,0.885
4,2,12,12,0.0,1.0270000000000001
4,2,12,13,0.0,0.998
4,2,12,18,0.0,1.2329999999999999
4,2,12,20,0.0,1.183
4,2,14,8,0.0,1.13
4,2,14,9,0.0,1.605
4,2,14,13,0.0,1.2209999999999999
4,2,14,15,0.0,1.006
4,2,16,6,0.0,1.222
4,2,16,7,0.0,1.966
4,2,16,8,0.0,1.8719999999999999
4,2,16,9,0.0,1.62
4,2,16,14,0.0,1.3940000000000001
4,2,16,17,0.0,1.091
4,2,18,9,0.0,1.157
4,2,18,10,0.0,1.5030000000000001
4,2,20,5,1.0,1.44
4,2,20,7,1.0,1.1
4,2,20,9,1.0,1.369
4,2,20,10,0.0,1.5090000000000001
4,2,20,13,0.0,0.98
4,2,20,14,0.0,1.067
4,2,20,19,0.0,1.649
4,2,22,6,1.0,1.632
4,2,22,13,0.0,0.878
4,2,22,15,0.0,0.971
4,2,22,17,0.0,1.88
4,2,22,18,0.0,1.07
4,2,22,19,0.0,1.2329999999999999
4,2,24,5,1.0,1.798
4,2,24,8,1.0,0.9079999999999999
4,2,24,11,0.0,1.382
4,2,24,15,0.0,1.28
4,2,24,16,0.0,1.054
4,2,24,17,0.0,1.213
4,2,24,20,0.0,2.47
4,2,26,6,1.0,1.584
4,2,26,8,1.0,1.891
4,2,26,12,0.0,1.367
4,2,26,19,0.0,1.079
4,2,26,20,0.0,1.364
4,2,28,6,1.0,1.7719999999999998
4,2,28,8,1.0,1.821
4,2,28,10,0.0,1.389
4,2,28,11,0.0,1.507
4,2,28,14,0.0,1.33
4,2,28,15,0.0,1.686
4,2,28,16,0.0,1.797
4,2,30,5,1.0,1.568
4,2,30,9,1.0,1.3840000000000001
4,2,30,12,1.0,1.8259999999999998
4,2,30,15,0.0,1.093
4,2,30,17,0.0,1.5819999999999999
4,2,30,18,0.0,1.4369999999999998
4,2,32,7,1.0,2.204
4,2,32,15,0.0,0.902
4,2,32,18,0.0,0.981
4,2,34,6,0.0,0.001
4,2,34,12,0.0,1.9080000000000001
4,2,34,18,0.0,1.643
4,2,36,7,1.0,1.673
4,2,36,9,1.0,1.449
4,2,36,13,1.0,1.3319999999999999
4,2,36,14,0.0,1.092
4,2,36,15,0.0,2.015
4,2,36,16,0.0,1.382
4,2,36,18,0.0,1.64
4,2,36,20,0.0,1.4069999999999998
4,2,38,8,1.0,1.858
4,2,38,9,1.0,1.19
4,2,38,18,0.0,2.821
4,2,38,20,0.0,1.653
4,2,40,6,1.0,1.148
4,2,40,8,0.0,0.001
4,2,40,9,1.0,1.5819999999999999
4,2,40,11,1.0,1.67
4,2,40,16,1.0,2.055
4,3,10,5,0.0,1.474
4,3,10,8,0.0,1.196
4,3,10,10,0.0,1.158
4,3,10,13,0.0,1.015
4,3,10,19,0.0,0.9540000000000001
4,3,10,20,0.0,1.131
4,3,12,8,0.0,1.038
4,3,12,9,0.0,1.334
4,3,12,11,0.0,0.856
4,3,12,16,0.0,1.022
4,3,12,19,0.0,1.078
4,3,14,5,0.0,1.14
4,3,14,7,0.0,1.288
4,3,14,10,0.0,1.214
4,3,14,11,0.0,0.904
4,3,14,16,0.0,0.985
4,3,14,18,0.0,1.013
4,3,14,19,0.0,1.071
4,3,16,11,0.0,1.247
4,3,16,15,0.0,1.788
4,3,16,16,0.0,1.304
4,3,16,19,0.0,1.245
4,3,18,6,1.0,2.173
4,3,18,11,0.0,1.4
4,3,18,13,0.0,1.5119999999999998
4,3,18,15,0.0,1.077
4,3,18,16,0.0,1.69
4,3,18,18,0.0,1.071
4,3,18,19,0.0,1.23
4,3,20,8,0.0,1.475
4,3,20,11,0.0,1.1740000000000002
4,3,20,17,0.0,1.199
4,3,20,20,0.0,1.1059999999999999
4,3,22,5,1.0,1.3119999999999998
4,3,22,8,1.0,1.574
4,3,22,10,0.0,1.205
4,3,22,11,0.0,1.205
4,3,22,12,0.0,1.541
4,3,22,14,0.0,1.406
4,3,22,16,0.0,2.511
4,3,24,6,1.0,1.492
4,3,24,10,0.0,1.126
4,3,24,19,0.0,1.17
4,3,26,7,1.0,1.7369999999999999
4,3,26,10,0.0,1.171
4,3,26,11,0.0,1.6680000000000001
4,3,26,14,0.0,0.902
4,3,26,15,0.0,1.386
4,3,26,17,0.0,1.252
4,3,28,5,1.0,1.636
4,3,28,9,1.0,1.653
4,3,28,17,0.0,1.745
4,3,28,18,0.0,1.2309999999999999
4,3,28,20,0.0,1.2429999999999999
4,3,30,7,1.0,2.3040000000000003
4,3,30,8,1.0,1.4240000000000002
4,3,30,10,1.0,1.0390000000000001
4,3,30,11,1.0,1.23
4,3,30,14,0.0,1.209
4,3,30,20,0.0,1.2209999999999999
4,3,32,8,1.0,2.175
4,3,32,12,0.0,2.439
4,3,32,13,0.0,1.919
4,3,32,14,0.0,1.6869999999999998
4,3,34,5,1.0,1.9040000000000001
4,3,34,7,1.0,2.204
4,3,34,8,1.0,1.854
4,3,34,11,1.0,1.1179999999999999
4,3,34,14,0.0,1.625
4,3,34,15,0.0,1.38
4,3,36,5,1.0,1.304
4,3,36,10,1.0,1.459
4,3,36,11,1.0,2.019
4,3,38,6,1.0,1.215
4,3,38,11,1.0,1.482
4,3,38,13,0.0,2.508
4,3,38,15,0.0,1.6280000000000001
4,3,38,16,0.0,1.148
4,3,38,17,0.0,1.465
4,3,38,19,0.0,1.246
4,3,40,12,1.0,2.2119999999999997
4,3,40,14,1.0,1.3769999999999998
4,3,40,17,0.0,2.015
4,3,40,18,0.0,1.492
4,3,40,20,0.0,1.204
5,1,10,6,,
5,1,10,7,,
5,1,10,11,0.0,2.2030000000000003
5,1,10,12,0.0,0.001
5,1,10,15,,
5,1,12,6,,
5,1,12,14,,
5,1,12,15,,
5,1,12,17,0.0,2.471
5,1,14,6,,
5,1,14,12,,
5,1,14,14,0.0,1.805
5,1,14,17,,
5,1,14,20,,
5,1,16,5,,
5,1,16,10,,
5,1,16,12,0.0,2.738
5,1,16,13,,
5,1,16,18,0.0,1.694
5,1,16,20,,
5,1,18,5,,
5,1,18,7,,
5,1,18,8,,
5,1,18,12,,
5,1,18,14,,
5,1,18,17,,
5,1,18,20,1.0,0.001
5,1,20,6,,
5,1,20,12,1.0,0.001
5,1,20,15,,
5,1,20,16,,
5,1,20,18,,
5,1,22,7,,
5,1,22,9,,
5,1,22,20,0.0,1.966
5,1,24,7,,
5,1,24,9,,
5,1,24,12,,
5,1,24,13,,
5,1,24,14,,
5,1,24,18,,
5,1,26,5,,
5,1,26,9,,
5,1,26,13,1.0,0.001
5,1,26,16,,
5,1,26,18,0.0,1.722
5,1,28,7,1.0,1.672
5,1,28,12,,
5,1,28,13,,
5,1,28,19,,
5,1,30,6,1.0,2.385
5,1,30,13,,
5,1,30,16,,
5,1,30,19,0.0,2.483
5,1,32,5,1.0,0.001
5,1,32,6,1.0,2.346
5,1,32,9,,
5,1,32,10,,
5,1,32,11,,
5,1,32,16,,
5,1,32,17,,
5,1,32,19,,
5,1,32,20,,
5,1,34,9,1.0,2.138
5,1,34,10,,
5,1,34,13,,
5,1,34,16,,
5,1,34,17,,
5,1,34,19,,
5,1,34,20,,
5,1,36,6,,
5,1,36,8,,
5,1,36,12,0.0,2.6719999999999997
5,1,36,17,,
5,1,36,19,,
5,1,38,5,1.0,1.474
5,1,38,7,0.0,0.001
5,1,38,10,,
5,1,38,12,,
5,1,38,14,,
5,1,40,5,,
5,1,40,7,,
5,1,40,10,1.0,1.97
5,1,40,13,,
5,1,40,15,,
5,1,40,19,,
5,2,10,9,0.0,1.7630000000000001
5,2,10,14,0.0,2.551
5,2,10,16,0.0,1.21
5,2,10,17,,
5,2,10,18,0.0,1.733
5,2,12,5,0.0,0.001
5,2,12,7,0.0,2.448
5,2,12,10,0.0,2.004
5,2,12,12,0.0,1.156
5,2,12,13,0.0,1.3019999999999998
5,2,12,18,0.0,1.168
5,2,12,20,0.0,1.975
5,2,14,8,,
5,2,14,9,1.0,2.145
5,2,14,13,0.0,1.62
5,2,14,15,0.0,1.661
5,2,16,6,1.0,1.3730000000000002
5,2,16,7,1.0,2.336
5,2,16,8,0.0,2.271
5,2,16,9,0.0,2.861
5,2,16,14,0.0,1.4280000000000002
5,2,16,17,0.0,0.001
5,2,18,9,0.0,2.938
5,2,18,10,0.0,1.911
5,2,20,5,1.0,1.536
5,2,20,7,1.0,1.317
5,2,20,9,1.0,1.232
5,2,20,10,0.0,2.135
5,2,20,13,,
5,2,20,14,0.0,1.724
5,2,20,19,0.0,0.001
5,2,22,6,1.0,0.001
5,2,22,13,0.0,2.229
5,2,22,15,0.0,2.611
5,2,22,17,1.0,1.906
5,2,22,18,0.0,1.5659999999999998
5,2,22,19,0.0,1.569
5,2,24,5,1.0,1.9909999999999999
5,2,24,8,1.0,1.659
5,2,24,11,0.0,1.39
5,2,24,15,0.0,2.2640000000000002
5,2,24,16,,
5,2,24,17,,
5,2,24,20,0.0,1.335
5,2,26,6,1.0,1.615
5,2,26,8,1.0,1.834
5,2,26,12,0.0,1.767
5,2,26,19,0.0,2.0469999999999997
5,2,26,20,0.0,2.108
5,2,28,6,1.0,2.501
5,2,28,8,,
5,2,28,10,0.0,1.942
5,2,28,11,0.0,0.001
5,2,28,14,,
5,2,28,15,0.0,2.8289999999999997
5,2,28,16,0.0,2.325
5,2,30,5,1.0,1.288
5,2,30,9,1.0,1.383
5,2,30,12,0.0,2.705
5,2,30,15,0.0,0.001
5,2,30,17,1.0,0.001
5,2,30,18,0.0,0.001
5,2,32,7,1.0,0.001
5,2,32,15,,
5,2,32,18,0.0,1.7480000000000002
5,2,34,6,1.0,2.07
5,2,34,12,0.0,2.676
5,2,34,18,,
5,2,36,7,1.0,1.455
5,2,36,9,1.0,2.673
5,2,36,13,1.0,1.49
5,2,36,14,0.0,1.9240000000000002
5,2,36,15,1.0,0.001
5,2,36,16,1.0,0.001
5,2,36,18,1.0,2.7439999999999998
5,2,36,20,0.0,2.002
5,2,38,8,1.0,2.419
5,2,38,9,1.0,1.014
5,2,38,18,0.0,1.443
5,2,38,20,0.0,1.6669999999999998
5,2,40,6,1.0,1.1059999999999999
5,2,40,8,0.0,1.2819999999999998
5,2,40,9,,
5,2,40,11,1.0,2.278
5,2,40,16,,
5,3,10,5,0.0,2.2769999999999997
5,3,10,8,0.0,1.3019999999999998
5,3,10,10,0.0,1.405
5,3,10,13,0.0,1.145
5,3,10,19,0.0,1.828
5,3,10,20,0.0,0.001
5,3,12,8,0.0,2.217
5,3,12,9,,
5,3,12,11,0.0,1.131
5,3,12,16,0.0,1.18
5,3,12,19,0.0,1.67
5,3,14,5,1.0,1.8630000000000002
5,3,14,7,0.0,1.732
5,3,14,10,0.0,1.594
5,3,14,11,0.0,2.103
5,3,14,16,0.0,0.9
5,3,14,18,0.0,1.445
5,3,14,19,0.0,1.4680000000000002
5,3,16,11,0.0,1.412
5,3,16,15,0.0,0.99
5,3,16,16,0.0,1.178
5,3,16,19,0.0,1.3519999999999999
5,3,18,6,1.0,2.2880000000000003
5,3,18,11,0.0,1.861
5,3,18,13,0.0,2.377
5,3,18,15,0.0,2.079
5,3,18,16,0.0,1.173
5,3,18,18,1.0,0.001
5,3,18,19,0.0,1.6869999999999998
5,3,20,8,1.0,1.671
5,3,20,11,0.0,1.921
5,3,20,17,0.0,1.466
5,3,20,20,0.0,1.979
5,3,22,5,1.0,2.546
5,3,22,8,1.0,1.432
5,3,22,10,0.0,2.062
5,3,22,11,0.0,2.267
5,3,22,12,0.0,2.015
5,3,22,14,,
5,3,22,16,0.0,0.745
5,3,24,6,1.0,2.423
5,3,24,10,0.0,2.8339999999999996
5,3,24,19,0.0,1.7369999999999999
5,3,26,7,1.0,2.126
5,3,26,10,0.0,1.485
5,3,26,11,0.0,2.5340000000000003
5,3,26,14,,
5,3,26,15,,
5,3,26,17,1.0,2.9730000000000003
5,3,28,5,1.0,1.5030000000000001
5,3,28,9,1.0,2.3680000000000003
5,3,28,17,1.0,2.528
5,3,28,18,0.0,1.972
5,3,28,20,0.0,1.78
5,3,30,7,1.0,1.2570000000000001
5,3,30,8,1.0,1.203
5,3,30,10,1.0,2.608
5,3,30,11,1.0,1.703
5,3,30,14,1.0,2.147
5,3,30,20,0.0,2.456
5,3,32,8,1.0,0.008
5,3,32,12,0.0,1.848
5,3,32,13,1.0,2.1519999999999997
5,3,32,14,0.0,2.657
5,3,34,5,1.0,1.212
5,3,34,7,1.0,0.9390000000000001
5,3,34,8,1.0,2.376
5,3,34,11,,
5,3,34,14,0.0,2.844
5,3,34,15,0.0,1.71
5,3,36,5,1.0,1.4980000000000002
5,3,36,10,1.0,1.901
5,3,36,11,0.0,0.001
5,3,38,6,1.0,2.154
5,3,38,11,0.0,2.605
5,3,38,13,1.0,2.734
5,3,38,15,0.0,1.735
5,3,38,16,1.0,2.201
5,3,38,17,,
5,3,38,19,1.0,0.001
5,3,40,12,1.0,2.6069999999999998
5,3,40,14,1.0,0.001
5,3,40,17,0.0,2.424
5,3,40,18,1.0,2.925
5,3,40,20,0.0,2.113
6,1,10,6,0.0,0.996
6,1,10,7,0.0,1.037
6,1,10,11,0.0,0.8240000000000001
6,1,10,12,0.0,0.764
6,1,10,15,0.0,0.688
6,1,12,6,0.0,1.382
6,1,12,14,0.0,1.082
6,1,12,15,0.0,1.061
6,1,12,17,0.0,0.7440000000000001
6,1,14,6,0.0,1.15
6,1,14,12,0.0,0.865
6,1,14,14,0.0,0.94
6,1,14,17,0.0,0.893
6,1,14,20,0.0,0.9279999999999999
6,1,16,5,1.0,0.8079999999999999
6,1,16,10,0.0,0.831
6,1,16,12,0.0,0.9790000000000001
6,1,16,13,0.0,1.0390000000000001
6,1,16,18,0.0,0.852
6,1,16,20,0.0,0.784
6,1,18,5,1.0,0.9059999999999999
6,1,18,7,0.0,1.123
6,1,18,8,0.0,1.3869999999999998
6,1,18,12,0.0,0.919
6,1,18,14,0.0,0.8490000000000001
6,1,18,17,0.0,0.912
6,1,18,20,0.0,0.868
6,1,20,6,1.0,0.912
6,1,20,12,0.0,1.079
6,1,20,15,0.0,1.045
6,1,20,16,0.0,0.92
6,1,20,18,0.0,1.125
6,1,22,7,1.0,0.8
6,1,22,9,0.0,1.109
6,1,22,20,0.0,0.915
6,1,24,7,1.0,0.845
6,1,24,9,1.0,0.9359999999999999
6,1,24,12,0.0,1.226
6,1,24,13,0.0,1.679
6,1,24,14,0.0,1.27
6,1,24,18,0.0,1.031
6,1,26,5,1.0,0.9209999999999999
6,1,26,9,1.0,1.028
6,1,26,13,1.0,1.178
6,1,26,16,0.0,0.9229999999999999
6,1,26,18,0.0,0.88
6,1,28,7,1.0,1.075
6,1,28,12,0.0,1.109
6,1,28,13,0.0,1.401
6,1,28,19,0.0,1.351
6,1,30,6,1.0,0.904
6,1,30,13,1.0,1.087
6,1,30,16,1.0,0.948
6,1,30,19,1.0,0.993
6,1,32,5,1.0,0.8640000000000001
6,1,32,6,1.0,0.9079999999999999
6,1,32,9,1.0,0.882
6,1,32,10,1.0,1.226
6,1,32,11,1.0,0.889
6,1,32,16,0.0,1.135
6,1,32,17,0.0,1.069
6,1,32,19,1.0,1.294
6,1,32,20,1.0,1.056
6,1,34,9,1.0,0.797
6,1,34,10,1.0,1.274
6,1,34,13,1.0,0.94
6,1,34,16,1.0,1.034
6,1,34,17,1.0,0.9520000000000001
6,1,34,19,0.0,1.24
6,1,34,20,0.0,0.9129999999999999
6,1,36,6,1.0,0.737
6,1,36,8,1.0,0.987
6,1,36,12,1.0,1.137
6,1,36,17,1.0,0.982
6,1,36,19,1.0,1.195
6,1,38,5,1.0,0.922
6,1,38,7,1.0,0.736
6,1,38,10,1.0,0.773
6,1,38,12,1.0,1.15
6,1,38,14,1.0,1.097
6,1,40,5,1.0,0.9309999999999999
6,1,40,7,1.0,0.8370000000000001
6,1,40,10,1.0,0.888
6,1,40,13,1.0,1.056
6,1,40,15,1.0,1.115
6,1,40,19,1.0,1.085
6,2,10,9,0.0,0.9890000000000001
6,2,10,14,0.0,0.987
6,2,10,16,0.0,0.809
6,2,10,17,0.0,0.802
6,2,10,18,0.0,0.866
6,2,12,5,1.0,1.244
6,2,12,7,0.0,1.109
6,2,12,10,0.0,0.847
6,2,12,12,0.0,0.8390000000000001
6,2,12,13,0.0,0.735
6,2,12,18,0.0,1.08
6,2,12,20,0.0,0.8959999999999999
6,2,14,8,0.0,0.963
6,2,14,9,0.0,0.9940000000000001
6,2,14,13,0.0,0.9640000000000001
6,2,14,15,0.0,0.8420000000000001
6,2,16,6,1.0,1.058
6,2,16,7,0.0,1.371
6,2,16,8,0.0,1.338
6,2,16,9,0.0,1.229
6,2,16,14,0.0,0.894
6,2,16,17,0.0,0.847
6,2,18,9,1.0,1.14
6,2,18,10,0.0,1.1420000000000001
6,2,20,5,1.0,0.883
6,2,20,7,1.0,0.711
6,2,20,9,1.0,1.083
6,2,20,10,1.0,1.146
6,2,20,13,0.0,0.919
6,2,20,14,0.0,0.8390000000000001
6,2,20,19,0.0,1.065
6,2,22,6,1.0,0.955
6,2,22,13,0.0,1.047
6,2,22,15,0.0,0.8759999999999999
6,2,22,17,0.0,1.0390000000000001
6,2,22,18,0.0,1.091
6,2,22,19,0.0,0.9440000000000001
6,2,24,5,1.0,0.851
6,2,24,8,1.0,0.705
6,2,24,11,1.0,1.446
6,2,24,15,0.0,1.177
6,2,24,16,0.0,0.91
6,2,24,17,0.0,1.023
6,2,24,20,0.0,1.155
6,2,26,6,1.0,1.193
6,2,26,8,1.0,1.008
6,2,26,12,1.0,1.031
6,2,26,19,0.0,1.038
6,2,26,20,0.0,0.937
6,2,28,6,1.0,1.073
6,2,28,8,1.0,0.826
6,2,28,10,0.0,0.89
6,2,28,11,0.0,1.258
6,2,28,14,1.0,1.24
6,2,28,15,1.0,1.061
6,2,28,16,1.0,1.213
6,2,30,5,1.0,1.392
6,2,30,9,1.0,0.833
6,2,30,12,1.0,0.924
6,2,30,15,1.0,1.052
6,2,30,17,0.0,1.099
6,2,30,18,1.0,1.46
6,2,32,7,1.0,1.043
6,2,32,15,0.0,1.199
6,2,32,18,0.0,1.214
6,2,34,6,1.0,1.198
6,2,34,12,1.0,1.08
6,2,34,18,1.0,1.2409999999999999
6,2,36,7,1.0,0.848
6,2,36,9,1.0,0.987
6,2,36,13,1.0,1.496
6,2,36,14,0.0,1.078
6,2,36,15,1.0,1.001
